8854139,1.0619
8854296,1.0924
8854455,1.2073
8854612,1.5872
8854770,2.6094
8854928,0.4975
8855086,0.8778
8855244,0.4588
8855402,0.6324
8855560,0.1028
8855718,2.0322
8855876,1.6325
8856034,1.3422
8856192,0.3541
8856350,0.4183
8856508,0.9391
8856666,0.5366
8856824,0.7496
8856982,0.4181
8857140,0.6462
8857299,0.6748
8857457,0.4073
8857615,0.8392
8857773,1.0458
8857931,1.4084
8858089,0.8802
8858247,0.4447
8858405,0.3209
8858563,0.3938
8858721,0.9358
8858879,1.0804
8859037,1.2856
8859195,1.5890
8859353,1.0564
8859511,1.0508
8859669,0.7150
8859827,0.8293
8859985,0.9698
8860143,0.9158
8860301,0.8822
8860459,2.3357
8860617,1.1919
8860775,0.7658
8860933,0.5464
8861091,1.0197
8861249,0.5456
8861406,0.2853
8861564,0.3007
8861722,1.6056
8861880,1.1022
8862038,1.0155
8862196,0.2533
8862354,1.0560
8862512,0.7284
8862670,0.6814
8862828,2.5762
8862986,1.7295
8863144,0.3819
8863302,0.5001
8863460,0.5403
8863618,0.6781
8863776,1.4122
8863935,1.3394
8864092,3.3154
8864250,1.8247
8864408,1.2337
8864566,0.6497
8864724,1.1976
8864882,0.3979
8865040,0.8570
8865198,0.3534
8865356,0.8939
8865514,0.1950
8865672,0.8844
8865830,0.3660
8865988,0.1196
8866146,0.2468
8866304,0.7107
8866462,0.3866
8866620,0.1412
8866778,0.1535
8866936,0.0900
8867094,0.0531
8867252,0.0456
8867410,0.2716
8867568,0.0998
8867726,0.3540
8867884,0.2102
8868042,0.4220
8868200,0.4048
8868359,0.5681
8868516,0.4843
8868674,1.4933
8868832,2.6928
8868990,0.4567
8869148,1.0225
8869306,0.8266
8869464,0.7701
8869622,0.5877
8869780,1.4697
8869938,0.6915
8870096,1.3543
8870254,1.4982
8870412,0.7087
8870570,1.5210
8870728,0.6113
8870886,0.5763
8871044,0.7365
8871202,0.5606
8871360,1.2390
8871518,2.8483
8871676,1.1320
8871834,0.9005
8871992,0.6039
8872150,0.2651
8872308,0.3481
8872466,0.5113
8872624,0.1471
8872782,0.1481
8872940,0.0419
8873098,0.1161
8873256,0.2510
8873414,0.3758
8873572,0.0920
8873730,0.0961
8873888,0.0381
8874046,0.0221
