26300411817,c0:ff:d4:e9:57:84,-47,unknown
26300411842,c0:ff:d4:e9:57:83,-49,unknown
26300411877,20:e5:2a:08:af:30,-73,unknown
26300411899,20:e5:2a:08:af:2f,-76,unknown
26297727897,e8:ed:05:36:bf:10,-61,unknown
26300411911,30:b5:c2:31:2f:13,-76,unknown
26300411887,8c:dc:d4:68:24:41,-71,unknown
26297727951,e0:88:5d:68:42:47,-87,unknown
26300411922,62:45:b0:cf:2c:f9,-80,unknown
26300411934,ec:0e:c4:75:01:82,-83,unknown
26300411865,e8:ed:05:36:bf:15,-73,unknown
26295015534,40:70:09:72:71:60,-90,unknown
26297727963,00:18:01:8e:23:f4,-89,unknown
26300411853,e0:88:5d:68:42:46,-66,unknown
26300411944,30:b5:c2:31:2f:14,-89,unknown
26300411955,44:1c:a8:b2:5a:fb,-86,unknown
26303088263,c0:ff:d4:e9:57:84,-47,unknown
26303088304,c0:ff:d4:e9:57:83,-48,unknown
26303088386,20:e5:2a:08:af:30,-77,unknown
26303088372,20:e5:2a:08:af:2f,-76,unknown
26303088318,e8:ed:05:36:bf:10,-69,unknown
26303088346,30:b5:c2:31:2f:13,-75,unknown
26303088359,8c:dc:d4:68:24:41,-72,unknown
26303088411,e0:88:5d:68:42:47,-87,unknown
26303088398,62:45:b0:cf:2c:f9,-79,unknown
26303088332,e8:ed:05:36:bf:15,-73,unknown
26303088425,30:b5:c2:31:2f:14,-90,unknown
26303088438,24:a2:e1:ef:f2:a0,-87,unknown
26305760056,c0:ff:d4:e9:57:84,-47,unknown
26305760110,c0:ff:d4:e9:57:83,-48,unknown
26305760229,20:e5:2a:08:af:30,-72,unknown
26305760190,20:e5:2a:08:af:2f,-74,unknown
26305760129,e8:ed:05:36:bf:10,-65,unknown
26305760210,30:b5:c2:31:2f:13,-72,unknown
26305760248,8c:dc:d4:68:24:41,-73,unknown
26305760268,62:45:b0:cf:2c:f9,-79,unknown
26305760171,e8:ed:05:36:bf:15,-72,unknown
26305760151,e0:88:5d:68:42:46,-70,unknown
26308455100,c0:ff:d4:e9:57:84,-47,unknown
26308455152,c0:ff:d4:e9:57:83,-49,unknown
26308455252,20:e5:2a:08:af:30,-70,unknown
26308455303,20:e5:2a:08:af:2f,-74,unknown
26308455177,e8:ed:05:36:bf:10,-64,unknown
26308455329,30:b5:c2:31:2f:13,-71,unknown
26308455277,e8:ed:05:36:bf:15,-71,unknown
26308455226,e0:88:5d:68:42:46,-67,unknown
26308455359,00:26:62:09:46:8d,-88,unknown
26311175783,c0:ff:d4:e9:57:84,-47,unknown
26311175914,20:e5:2a:08:af:30,-70,unknown
26311175954,20:e5:2a:08:af:2f,-74,unknown
26311175998,30:b5:c2:31:2f:13,-71,unknown
26311176529,e0:88:5d:68:42:47,-88,unknown
26311176439,62:45:b0:cf:2c:f9,-79,unknown
26311175869,e8:ed:05:36:bf:15,-70,unknown
26311176483,ec:0e:c4:75:01:82,-82,unknown
26313879177,c0:ff:d4:e9:57:84,-47,unknown
26313879217,c0:ff:d4:e9:57:83,-51,unknown
26313879294,20:e5:2a:08:af:30,-70,unknown
26313879311,20:e5:2a:08:af:2f,-74,unknown
26313879236,e8:ed:05:36:bf:10,-63,unknown
26313879345,30:b5:c2:31:2f:13,-71,unknown
26313879257,e8:ed:05:36:bf:15,-70,unknown
26313879275,e0:88:5d:68:42:46,-66,unknown
26313879381,00:26:62:09:46:8d,-87,unknown
26313879363,84:1b:5e:de:63:bb,-88,unknown
26316579694,c0:ff:d4:e9:57:84,-47,unknown
26316579768,c0:ff:d4:e9:57:83,-49,unknown
26316579874,20:e5:2a:08:af:30,-70,unknown
26316579917,20:e5:2a:08:af:2f,-74,unknown
26316579804,e8:ed:05:36:bf:10,-63,unknown
26316579954,30:b5:c2:31:2f:13,-71,unknown
26316580061,e0:88:5d:68:42:47,-88,unknown
26316579839,e8:ed:05:36:bf:15,-70,unknown
26316579989,e0:88:5d:68:42:46,-74,unknown
26316580100,c4:8e:8f:e5:63:53,-89,unknown
26316580024,8c:dc:d4:68:24:41,-73,unknown
26319300520,c0:ff:d4:e9:57:84,-46,unknown
26319300596,c0:ff:d4:e9:57:83,-50,unknown
26319300865,20:e5:2a:08:af:30,-71,unknown
26319300726,20:e5:2a:08:af:2f,-74,unknown
26319300641,e8:ed:05:36:bf:10,-62,unknown
26319300823,30:b5:c2:31:2f:13,-71,unknown
26319300683,e8:ed:05:36:bf:15,-70,unknown
26319300772,e0:88:5d:68:42:46,-71,unknown
26321995670,c0:ff:d4:e9:57:84,-46,unknown
26321995752,c0:ff:d4:e9:57:83,-50,unknown
26321995874,20:e5:2a:08:af:30,-68,unknown
26321995912,20:e5:2a:08:af:2f,-74,unknown
26321995793,e8:ed:05:36:bf:10,-62,unknown
26321995996,30:b5:c2:31:2f:13,-71,unknown
26321995834,e8:ed:05:36:bf:15,-70,unknown
26321995956,e0:88:5d:68:42:46,-71,unknown
26324699473,c0:ff:d4:e9:57:84,-46,unknown
26324699550,c0:ff:d4:e9:57:83,-50,unknown
26324699726,20:e5:2a:08:af:30,-71,unknown
26324699655,20:e5:2a:08:af:2f,-74,unknown
26324699690,30:b5:c2:31:2f:13,-71,unknown
26324699832,e0:88:5d:68:42:47,-88,unknown
26324699585,e8:ed:05:36:bf:15,-70,unknown
26324699619,8c:dc:d4:68:24:41,-69,unknown
26324699799,ec:0e:c4:75:01:82,-84,unknown
