6060437,153530970,-81,unknown
6060437,2147483647,-83,unknown
6060437,2147483647,-95,unknown
6060437,2147483647,-97,unknown
7249327,94:b4:0f:f8:e1:70,-49,unknown
7249327,94:b4:0f:f8:ed:90,-51,unknown
7249327,f4:f2:6d:48:dd:90,-48,unknown
7249326,f4:f2:6d:48:dd:8f,-32,unknown
7249327,94:b4:0f:f8:ed:80,-53,unknown
7249328,94:b4:0f:f8:e1:f0,-70,unknown
7249328,94:b4:0f:f8:e7:d0,-79,unknown
7249328,18:64:72:2e:97:f0,-80,unknown
7249328,18:64:72:2e:97:e0,-74,unknown
7249328,94:b4:0f:f8:e1:e0,-80,unknown
7249329,94:b4:0f:f8:d1:40,-89,unknown
7249327,94:b4:0f:f8:e1:72,-49,unknown
7249327,94:b4:0f:f8:e1:71,-49,unknown
7249327,94:b4:0f:f8:ed:91,-50,unknown
7249327,94:b4:0f:f8:ed:92,-50,unknown
7249327,94:b4:0f:f8:e1:61,-51,unknown
7249327,94:b4:0f:f8:ed:82,-52,unknown
7249327,94:b4:0f:f8:e1:62,-52,unknown
7249327,94:b4:0f:f8:ed:81,-52,unknown
7249327,94:b4:0f:f8:e1:f1,-70,unknown
7249327,94:b4:0f:f8:e1:f2,-70,unknown
7249328,18:64:72:2e:97:f2,-80,unknown
7249328,18:64:72:2e:97:f1,-80,unknown
7249328,94:b4:0f:f8:e7:d1,-80,unknown
7249328,94:b4:0f:f8:e7:d2,-80,unknown
7249328,18:64:72:2e:97:e2,-73,unknown
7249328,18:64:72:2e:97:e1,-74,unknown
7249328,94:b4:0f:f8:e1:e2,-81,unknown
7249328,94:b4:0f:f8:e1:e1,-81,unknown
7249328,18:64:72:2e:9e:82,-87,unknown
7249328,94:b4:0f:f8:e7:c2,-87,unknown
7249328,18:64:72:2e:9e:81,-88,unknown
7249329,94:b4:0f:f8:d1:42,-90,unknown
7249329,94:b4:0f:f8:d1:41,-92,unknown
6062502,153530970,-85,unknown
6062502,2147483647,-81,unknown
6062502,2147483647,-99,unknown
6062502,2147483647,-101,unknown
7292484,94:b4:0f:f8:e1:70,-50,unknown
7292484,94:b4:0f:f8:ed:90,-47,unknown
7292484,f4:f2:6d:48:dd:90,-36,unknown
7292484,f4:f2:6d:48:dd:8f,-34,unknown
7292484,94:b4:0f:f8:ed:80,-54,unknown
7292484,94:b4:0f:f8:e1:f0,-68,unknown
7292484,94:b4:0f:f8:e7:d0,-74,unknown
7292484,18:64:72:2e:97:f0,-74,unknown
7292484,94:b4:0f:f8:e1:e0,-79,unknown
7292484,94:b4:0f:f8:e1:72,-51,unknown
7292484,94:b4:0f:f8:e1:71,-51,unknown
7292484,94:b4:0f:f8:ed:91,-46,unknown
7292484,94:b4:0f:f8:ed:92,-46,unknown
7292484,94:b4:0f:f8:e1:61,-54,unknown
7292484,94:b4:0f:f8:ed:82,-54,unknown
7292484,94:b4:0f:f8:e1:62,-54,unknown
7292484,94:b4:0f:f8:ed:81,-53,unknown
7292484,94:b4:0f:f8:e1:f1,-68,unknown
7292484,94:b4:0f:f8:e1:f2,-68,unknown
