52847412,0.2956
52847592,0.2256
52847772,0.4227
52847951,0.5060
52848131,0.5227
52848310,1.2290
52848490,0.0591
52848669,0.1458
52848849,0.2186
52849028,0.4152
52849208,0.0996
52849388,0.0584
52849567,0.2680
52849747,0.3599
52849926,0.4488
52850106,0.1536
52850286,0.0414
52850465,0.0876
52850645,0.0324
52850824,0.0396
52851004,0.0894
52851184,0.0839
52851363,0.0561
52851542,0.1724
52851722,0.1244
52851902,0.1548
52852081,0.0906
52852261,0.2536
52852441,0.5827
52852620,0.1241
52852800,0.1836
52852979,0.2454
52853159,0.1447
52853339,0.1499
52853518,0.4628
52853697,0.0423
52853877,0.0391
52854057,0.0302
52854236,0.0169
52854416,0.0303
52854595,0.2015
52854775,0.1228
52854954,0.2836
52855134,0.1774
52855314,0.1876
52855493,0.0437
52855673,0.1402
52855853,0.0532
52856032,0.1122
52856211,0.1409
52856391,0.1050
52856570,0.1325
52856750,0.0791
52856930,0.0729
52857110,0.3609
52857289,0.4893
52857468,0.4635
52857648,0.3122
52857828,0.3232
52858007,0.1631
52858187,0.3110
52858366,0.3976
52858546,0.4106
52858725,0.2157
52858905,0.0693
52859084,0.0653
52859264,0.0536
52859444,0.0228
52859623,0.0189
52859803,0.0110
52859982,0.0302
52860162,0.0192
52860341,0.0383
52860521,0.0251
52860701,0.0234
52860880,0.0605
52861060,0.0739
52861240,0.0486
52861419,0.0097
52861599,0.0364
52861778,0.0274
52861959,0.0401
52862138,0.0211
52862317,0.0107
52862496,0.0160
52862676,0.0327
52862855,0.1469
52863035,0.2979
52863215,0.0768
52863394,0.3590
52863574,0.0639
52863753,0.1636
52863933,0.1994
52864113,0.0631
52864292,0.1987
52864472,0.4327
52864651,0.4258
52864831,0.1348
52865010,0.3008
52865190,0.0742
52865370,0.1173
52865549,0.0688
52865729,0.1571
52865908,0.1109
52866088,0.0957
52866269,0.0363
52866447,0.1933
52866626,0.1712
52866806,0.1641
52866986,0.5153
52867165,0.3258
52867345,0.5476
52867524,0.0457
52867704,0.3977
52867884,0.0847
52868063,0.0661
52868243,0.1548
52868422,0.6375
52868602,1.9853
52868781,0.3191
52868961,1.3002
52869140,0.5439
52869320,0.9923
52869500,0.2546
52869679,0.2866
52869859,0.4500
52870038,0.5403
52870218,0.1766
52870398,0.3913
52870577,0.3596
52870757,0.3744
52870936,0.3241
52871116,0.2985
52871295,0.3773
52871475,0.2701
52871655,0.4399
52871834,0.2561
52872014,0.3748
52872194,0.1195
52872373,0.1300
52872552,0.0835
52872733,0.1661
52872912,0.6031
52873091,0.2176
52873271,0.0763
52873450,0.2109
52873630,1.5701
52873809,0.4539
52873989,0.1584
52874168,0.1919
52874348,0.0951
52874528,0.0739
52874707,0.1935
52874888,0.0563
52875066,0.1516
52875246,0.0313
52875425,0.1792
52875605,0.0382
52875785,0.1135
52875964,0.0550
52876144,0.0850
52876323,0.0863
52876503,0.2870
52876682,0.1054
52876862,0.1803
52877042,0.1998
52877221,0.0429
52877401,0.0698
52877580,0.0514
52877760,0.1360
52877939,0.1496
52878119,0.1161
52878298,0.1407
52878478,0.0439
52878658,0.0437
52878837,0.0230
52879017,0.0435
52879196,0.3509
52879376,2.0035
52879556,1.0249
52879735,1.3133
52879915,1.8581
52880094,0.7930
52880274,0.6295
52880454,0.2467
52880633,0.9457
52880813,0.6553
52880992,0.0787
52881172,0.3572
52881351,0.1939
52881531,0.1795
52881710,0.2227
52881890,0.2327
52882069,0.1940
52882249,0.0456
52882429,0.0551
52882609,0.0874
52882788,0.0337
52882968,0.0513
52883147,0.0370
52883326,0.0852
52883506,0.1821
52883686,0.1575
52883865,0.1923
52884045,0.2241
52884224,0.2728
52884404,0.9380
52884584,0.2288
52884763,0.2817
52884943,0.3845
52885122,0.2784
52885302,0.4386
52885482,0.3329
52885661,0.2573
52885841,0.1730
52886020,0.1377
52886200,0.1194
52886379,0.0986
52886559,0.1409
52886738,0.1107
52886918,0.1192
52887098,0.1127
52887277,0.0962
52887457,0.2230
52887637,0.0659
52887816,0.0744
52887996,0.0109
52888175,0.0570
52888355,0.1358
52888534,0.4159
52888714,0.0937
52888893,0.0897
52889073,0.1354
52889252,0.0363
52889432,0.1028
52889614,0.1404
52889792,0.0778
52889971,0.1707
52890150,0.0722
52890330,0.1842
52890509,0.3041
52890689,0.3944
52890869,0.7935
52891048,0.7513
52891228,0.1722
52891407,0.3009
52891587,0.1280
52891766,0.1451
52891946,0.2039
52892126,0.2337
52892305,0.6538
52892485,0.5135
52892664,0.5814
52892844,0.4170
52893023,0.2078
52893203,0.2282
52893382,0.2362
52893564,0.3258
52893743,0.1516
52893921,0.4968
52894101,0.4661
52894281,0.4314
52894460,0.2916
52894640,0.2673
52894819,0.3014
52894999,0.1224
52895178,0.1154
52895358,0.1422
52895537,0.1662
52895717,0.1424
52895896,0.1160
52896076,0.1175
52896256,0.0453
52896436,0.1004
52896615,0.1801
52896794,0.1139
52896974,0.2107
52897153,0.0739
52897333,0.1311
52897516,0.1067
52897692,0.0741
52897872,0.1887
52898051,0.2192
52898231,0.1005
52898411,0.0643
52898590,0.0781
52898770,0.0391
52898949,0.0398
52899129,0.0099
52899309,0.1119
52899488,0.0309
52899668,0.0175
52899847,0.0224
52900027,0.0117
52900206,0.0439
52900386,0.1483
52900565,0.0833
52900745,0.0705
52900925,0.0314
52901104,0.0470
52901283,0.0823
52901463,0.1226
52901643,0.0832
52901822,0.1058
52902002,0.1231
52902181,0.0476
52902361,0.0768
52902541,0.0389
52902722,0.0788
52902900,0.0951
52903080,0.0174
52903259,0.0324
52903439,0.0717
52903618,0.1033
52903798,0.0408
52903977,0.1306
52904157,1.1022
52904337,0.7066
52904517,0.8493
52904695,0.4160
52904875,0.5461
52905055,2.6999
52905235,1.9857
52905414,0.3633
52905593,1.6439
52905773,1.8258
52905952,0.6750
52906132,0.6050
52906312,0.3550
52906491,0.3676
52906671,0.8194
52906850,1.1905
52907031,0.6288
52907209,1.0902
52907389,0.0928
52907569,0.2110
52907749,0.1165
52907928,0.2634
52908108,0.1021
52908287,0.1146
52908467,0.1826
52908646,0.0607
52908826,0.0278
52909005,0.0206
52909185,0.0618
52909364,0.0417
52909544,0.0225
52909724,0.0307
52909903,0.0752
52910083,0.0241
52910262,0.0317
52910442,0.0394
52910621,0.0470
52910801,0.1241
52910980,0.0514
52911160,0.1421
52911340,0.0655
52911519,0.0606
52911699,0.0593
52911878,0.0956
52912058,0.0249
52912238,0.0361
52912417,0.0436
52912597,0.1034
52912776,0.0261
52912956,0.0374
52913135,0.0693
52913315,0.0220
52913495,0.1070
52913674,0.0435
52913854,0.0181
52914033,0.0593
52914213,0.0440
52914392,0.0742
52914574,0.0344
52914752,0.0676
52914931,0.1378
52915111,0.1061
52915290,0.0512
52915470,0.0743
52915649,0.1323
52915830,0.1175
52916008,0.0824
52916188,0.0539
52916368,0.0698
52916547,0.3474
52916727,0.0448
52916906,0.1169
52917086,0.0693
52917265,0.1671
52917445,0.0489
52917625,0.0651
52917804,0.0831
52917984,0.1059
52918164,0.2837
52918343,1.6897
52918523,1.2548
52918702,1.1698
52918882,2.8776
52919061,2.0031
52919241,2.4201
52919420,1.0282
52919600,0.7899
52919779,0.2621
52919959,0.3629
52920139,0.3570
52920318,0.1931
52920498,0.1047
52920678,0.2036
52920857,0.2200
52921037,0.0505
52921216,0.1574
52921396,0.0300
52921575,0.0181
52921755,0.0914
52921934,0.1400
52922114,1.1054
52922294,2.5960
52922473,0.1352
52922653,1.6177
52922832,1.0286
52923012,1.3084
52923191,1.6620
52923371,0.8675
52923551,0.5433
52923730,0.9922
52923910,3.6542
52924090,1.1561
52924269,0.1808
52924449,0.2133
52924628,0.9882
52924812,1.2109
52924987,1.1188
52925167,1.7900
52925346,1.7907
52925526,0.9541
52925705,0.3865
52925885,1.6526
52926064,1.3527
52926244,1.5196
52926424,0.7559
52926603,2.1740
52926783,0.2142
52926962,0.2493
52927142,0.3119
52927322,0.5635
52927501,0.3193
52927681,0.1982
52927860,0.1096
52928040,0.6734
52928219,1.3305
52928399,0.4422
52928578,0.3278
52928758,0.1155
52928938,0.4579
52929117,0.2717
52929297,0.2077
52929476,0.3595
52929656,0.1730
52929835,0.0612
52930015,0.1106
52930195,0.1471
52930374,0.0616
52930554,0.0384
52930733,0.0519
52930913,0.0387
52931093,0.0436
52931272,0.0990
52931452,0.1045
52931631,0.2075
52931811,0.5477
52931990,0.1651
52932171,0.0467
52932350,0.0778
52932529,0.0797
52932709,0.0330
52932891,0.0635
52933068,0.0817
52933247,1.7882
52933427,1.0342
52933606,0.1447
52933786,0.1298
52933966,0.1935
52934145,0.0851
52934325,0.0989
52934504,0.0318
52934684,0.0821
52934863,0.0595
52935043,0.0513
52935222,0.0166
52935402,0.0370
52935582,0.0374
52935761,0.0299
52935941,0.0722
52936121,0.2408
52936300,0.8789
52936481,0.4872
52936659,2.1302
52936839,0.4871
52937018,1.2755
52937198,0.0356
52937377,0.1501
52937557,0.1849
52937736,0.1568
52937916,0.0306
52938096,0.4068
52938275,0.3944
52938455,0.8676
52938634,0.2137
52938814,0.5023
52938994,0.1527
52939173,0.0975
52939353,0.2513
52939532,0.0415
52939712,0.0361
52939892,0.0186
52940071,0.0128
52940251,0.0210
52940430,0.0274
52940610,0.0393
52940790,0.0237
52940969,0.0242
52941149,0.0071
52941328,0.0336
52941508,0.0295
52941687,0.0370
52941867,0.1676
52942046,0.2423
52942226,0.0882
52942406,0.1709
52942585,0.1416
52942765,0.2552
52942944,0.2438
52943124,2.3732
52943303,0.6274
52943483,1.4508
52943662,1.1800
52943842,0.5284
52944022,1.1292
52944201,0.8615
52944381,1.3527
52944560,0.6695
52944740,1.9045
52944919,0.8739
52945099,0.8662
52945278,0.5788
52945458,0.8884
52945638,1.1807
52945817,0.5175
52945997,0.4692
52946177,1.1643
52946356,0.9309
52946536,0.7875
52946715,0.5113
52946895,0.4152
52947075,0.2523
52947254,0.5835
52947433,0.4784
52947613,0.1073
52947793,0.4282
52947972,0.4740
52948152,0.3822
52948331,0.2955
52948511,0.1711
52948690,0.1938
52948870,0.7817
52949050,0.6218
52949229,0.5306
52949409,0.2703
52949588,0.2416
52949768,0.2946
52949947,0.5015
52950127,0.6160
52950307,0.3753
52950486,0.5734
52950666,0.4338
