19642147535,c0:ff:d4:e9:57:84,-48,four
19642147567,c0:ff:d4:e9:57:83,-48,four
19642147579,e0:88:5d:68:42:46,-57,four
19642147591,20:e5:2a:08:af:30,-61,four
19642147602,e8:ed:05:36:bf:15,-69,four
19642147628,20:e5:2a:08:af:2f,-73,four
19642147640,30:b5:c2:31:2f:13,-79,four
19642147676,30:b5:c2:31:2f:14,-87,four
19642147615,8c:dc:d4:68:24:41,-68,four
19639434499,e8:ed:05:36:bf:10,-65,four
19639434717,ec:0e:c4:75:01:82,-80,four
19639434798,c0:8a:de:77:b7:98,-86,four
19639434841,c0:8a:de:37:b7:98,-88,four
19642147664,44:1c:a8:b2:5a:fb,-83,four
19642147687,84:1b:5e:de:63:bb,-87,four
19642147652,62:45:b0:cf:2c:f9,-78,four
19644819044,c0:ff:d4:e9:57:84,-48,four
19644819097,c0:ff:d4:e9:57:83,-49,four
19644819116,e0:88:5d:68:42:46,-57,four
19644819136,20:e5:2a:08:af:30,-61,four
19644819153,e8:ed:05:36:bf:15,-66,four
19644819191,20:e5:2a:08:af:2f,-71,four
19644819253,30:b5:c2:31:2f:13,-81,four
19644819296,30:b5:c2:31:2f:14,-87,four
19644819211,8c:dc:d4:68:24:41,-72,four
19644819174,e8:ed:05:36:bf:10,-68,four
19644819277,44:1c:a8:b2:5a:fb,-81,four
19644819232,62:45:b0:cf:2c:f9,-78,four
19647524585,c0:ff:d4:e9:57:84,-46,four
19647524677,c0:ff:d4:e9:57:83,-48,four
19647524745,e0:88:5d:68:42:46,-64,four
19647524703,e8:ed:05:36:bf:15,-62,four
19647524766,20:e5:2a:08:af:2f,-68,four
19647524807,30:b5:c2:31:2f:13,-78,four
19647524828,30:b5:c2:31:2f:14,-87,four
19647524724,e8:ed:05:36:bf:10,-63,four
19647524781,ec:0e:c4:75:01:82,-78,four
19650208756,c0:ff:d4:e9:57:84,-45,four
19650208833,c0:ff:d4:e9:57:83,-41,four
19650209091,e0:88:5d:68:42:46,-71,four
19650208959,20:e5:2a:08:af:30,-63,four
19650208875,e8:ed:05:36:bf:15,-63,four
19650209046,20:e5:2a:08:af:2f,-73,four
19650209131,30:b5:c2:31:2f:13,-74,four
19650209215,30:b5:c2:31:2f:14,-83,four
19650209004,8c:dc:d4:68:24:41,-68,four
19650208917,e8:ed:05:36:bf:10,-63,four
19650209171,e0:88:5d:68:42:47,-85,four
19650209258,34:68:95:ff:83:ef,-87,four
19652919023,c0:ff:d4:e9:57:84,-51,four
19652918951,c0:ff:d4:e9:57:83,-39,four
19652919153,e0:88:5d:68:42:46,-64,four
19652919114,20:e5:2a:08:af:30,-63,four
19652919072,e8:ed:05:36:bf:15,-65,four
19652919233,20:e5:2a:08:af:2f,-71,four
19652919279,30:b5:c2:31:2f:13,-72,four
19652919358,30:b5:c2:31:2f:14,-83,four
19652919194,8c:dc:d4:68:24:41,-70,four
19652919319,e8:ed:05:36:bf:10,-75,four
19652919397,84:1b:5e:de:63:bb,-90,four
19655643118,c0:ff:d4:e9:57:84,-45,four
19655643248,c0:ff:d4:e9:57:83,-42,four
19655643295,e0:88:5d:68:42:46,-60,four
19655643576,20:e5:2a:08:af:30,-65,four
19655643622,e8:ed:05:36:bf:15,-67,four
19655643668,20:e5:2a:08:af:2f,-68,four
19655643800,30:b5:c2:31:2f:13,-72,four
19655643937,30:b5:c2:31:2f:14,-83,four
